magX[mG],magY[mG],magZ[mG],gyroX[mdps],gyroY[mdps],gyroZ[mdps],accX[mg],accY[mg],accZ[mg],hh:mm:ss.ms
763,238,-513,3,-1,-7,-10,13,999,1:00:59
763,238,-513,3,-1,-7,-10,13,999,1:00:59
763,238,-513,3,-1,-7,-10,13,999,1:00:59
763,238,-513,3,-1,-7,-10,13,999,1:00:59
763,238,-513,3,-1,-4,-9,13,999,1:00:59
759,247,-508,3,-1,-4,-9,13,999,1:00:59
759,247,-508,3,-1,-5,-10,11,998,1:00:59
775,241,-516,3,-1,-6,-11,10,997,1:00:59
783,237,-507,3,-2,-6,-10,12,998,1:00:59
780,228,-525,2,-2,-7,-11,14,998,1:00:59
784,243,-507,1,-2,-5,-12,14,999,1:00:59
777,226,-499,2,-4,-6,-10,13,1000,1:00:59
778,249,-507,2,0,-5,-8,12,1000,1:00:59
775,255,-531,2,-2,-6,-9,14,999,1:00:59
772,232,-514,3,-2,-6,-11,16,999,1:00:59
789,249,-516,2,0,-6,-11,14,999,1:00:59
784,244,-516,2,-2,-6,-9,15,1000,1:00:59
780,249,-510,2,-2,-6,-10,14,1000,1:00:59
760,226,-520,2,-2,-6,-9,14,999,1:00:59
781,249,-507,2,-1,-6,-10,13,1001,1:00:59
781,249,-507,2,0,-6,-12,11,1001,1:00:59
780,225,-514,3,-1,-5,-11,13,1001,1:00:59
771,247,-526,2,-2,-6,-13,13,1000,1:00:59
784,243,-504,2,-2,-5,-13,12,1000,1:00:59
762,223,-498,3,-2,-5,-10,11,1001,1:00:59
772,234,-523,2,-1,-6,-10,11,999,1:00:59
771,252,-508,-1,-11,-4,-11,11,1001,1:00:59
771,252,-508,2,-4,-5,-11,12,1002,1:00:59
783,226,-525,3,-2,-6,-8,13,1001,1:00:59
765,244,-520,2,-2,-5,-9,11,1002,1:00:59
768,244,-523,2,-1,-5,-12,10,1000,1:00:59
783,249,-526,3,-1,-5,-10,13,997,1:00:59
778,255,-535,2,-2,-5,-10,13,997,1:00:59
792,244,-499,0,-4,-5,-8,14,998,1:00:59
792,244,-499,2,-2,-5,-12,15,999,1:00:59
775,252,-525,1,-2,-5,-12,15,1000,1:00:59
780,222,-522,2,0,-6,-12,12,999,1:00:59
766,238,-526,2,0,-6,-14,10,997,1:00:59
784,231,-523,3,0,-6,-13,12,999,1:00:59
774,249,-516,2,-2,-6,-11,14,999,1:01:00
780,252,-495,4,0,-7,-10,13,998,1:01:00
780,252,-495,4,-1,-7,-9,11,998,1:01:00
783,240,-501,2,-2,-7,-10,11,1000,1:01:00
772,250,-514,2,-1,-5,-11,10,999,1:01:00
784,229,-525,3,-1,-5,-10,14,999,1:01:00
801,229,-519,3,-2,-5,-11,14,1000,1:01:00
774,238,-514,3,-2,-5,-11,12,1000,1:01:00
778,235,-523,1,0,-6,-12,12,998,1:01:00
778,241,-490,2,-1,-6,-11,12,998,1:01:00
778,241,-490,2,0,-6,-10,12,999,1:01:00
780,241,-510,2,0,-6,-11,13,1000,1:01:00
796,258,-520,2,-2,-5,-13,13,1001,1:01:00
774,235,-520,2,-2,-7,-13,13,1001,1:01:00
772,223,-526,2,-1,-5,-11,15,1000,1:01:00
766,243,-508,6,-2,-7,-9,15,1000,1:01:00
775,235,-517,6,-2,-7,-10,14,1000,1:01:00
775,235,-517,4,0,-7,-9,13,999,1:01:00
772,243,-516,3,1,-6,-9,12,1000,1:01:00
774,234,-520,2,0,-7,-10,13,1002,1:01:00
783,250,-526,2,-3,-6,-12,14,1001,1:01:00
781,229,-522,3,0,-5,-12,14,1000,1:01:00
786,226,-528,3,2,-6,-9,13,999,1:01:00
786,226,-528,2,-1,-5,-10,12,1000,1:01:00
760,229,-519,2,-4,-5,-10,12,999,1:01:00
792,235,-514,2,-2,-5,-11,14,997,1:01:00
771,237,-523,2,-2,-5,-12,13,998,1:01:00
778,241,-514,3,-1,-5,-9,13,1001,1:01:00
766,250,-526,3,0,-5,-10,13,1000,1:01:00
781,246,-504,2,-2,-6,-11,12,999,1:01:00
781,246,-504,2,-2,-6,-10,13,1002,1:01:00
771,247,-501,3,-2,-5,-11,13,1000,1:01:00
792,252,-514,2,-1,-5,-11,12,1000,1:01:00
787,247,-513,2,0,-6,-10,12,998,1:01:00
787,238,-534,2,0,-7,-11,12,998,1:01:00
801,235,-519,2,-2,-7,-12,12,999,1:01:00
778,255,-537,2,-2,-6,-11,13,999,1:01:00
778,255,-537,2,-2,-6,-10,13,999,1:01:00
768,250,-516,2,-2,-6,-10,13,999,1:01:00
777,234,-499,2,-3,-5,-11,12,999,1:01:00
772,253,-531,2,-3,-5,-11,12,1000,1:01:00
777,235,-505,2,-1,-7,-10,12,1000,1:01:00
784,243,-510,2,-2,-6,-12,11,1001,1:01:00
784,243,-510,4,0,-6,-13,13,1002,1:01:00
768,237,-508,3,0,-7,-9,13,1001,1:01:00
783,219,-531,3,0,-6,-8,14,1001,1:01:00
781,244,-513,3,-2,-5,-10,14,1001,1:01:00
757,235,-519,3,-2,-7,-11,14,1000,1:01:00
772,237,-534,2,-1,-6,-12,14,1000,1:01:00
783,241,-514,2,-1,-7,-11,13,999,1:01:00
783,241,-514,2,-6,-6,-9,14,996,1:01:00
763,238,-510,2,-6,-5,-10,14,997,1:01:00
778,240,-528,2,-3,-6,-10,14,997,1:01:00
784,241,-505,2,0,-6,-11,12,999,1:01:00
778,243,-523,3,0,-6,-12,13,1000,1:01:00
777,244,-514,2,-1,-6,-13,14,1000,1:01:00
760,231,-510,2,-1,-6,-12,12,1000,1:01:00
760,231,-510,2,0,-5,-10,12,999,1:01:00
771,231,-493,2,0,-6,-9,13,1000,1:01:00
766,253,-516,4,0,-7,-7,14,1000,1:01:00
765,237,-523,3,0,-6,-10,13,998,1:01:00
775,243,-507,2,-1,-6,-12,14,1000,1:01:00
774,250,-508,2,0,-6,-12,16,1001,1:01:00
792,252,-525,2,-1,-7,-12,14,1000,1:01:00
792,252,-525,5,0,-7,-12,14,999,1:01:00
778,238,-504,4,0,-6,-14,15,999,1:01:00
783,241,-520,2,-2,-5,-12,14,999,1:01:00
780,250,-522,3,0,-6,-8,14,1000,1:01:00
784,238,-531,3,-1,-6,-7,13,1000,1:01:00
771,234,-522,4,-2,-6,-10,15,1000,1:01:00
772,229,-529,3,-1,-5,-12,17,1000,1:01:00
772,229,-529,4,-5,-4,-11,17,998,1:01:00
768,244,-508,4,-2,-5,-11,17,998,1:01:00
778,241,-516,2,-1,-6,-13,17,997,1:01:00
775,249,-514,2,-2,-6,-14,15,998,1:01:00
762,232,-519,2,-2,-5,-11,12,999,1:01:00
784,241,-507,2,-2,-5,-10,12,1000,1:01:00
793,264,-522,2,-3,-6,-10,12,1000,1:01:00
793,264,-522,2,-4,-5,-10,13,1001,1:01:00
783,250,-522,2,-1,-6,-11,12,1000,1:01:00
781,235,-519,3,0,-5,-9,12,1000,1:01:00
783,256,-511,2,-2,-5,-9,12,999,1:01:00
793,244,-528,3,-2,-6,-11,13,998,1:01:00
775,207,-517,2,-1,-6,-10,13,998,1:01:00
789,228,-525,2,-1,-7,-9,13,998,1:01:00
789,228,-525,0,0,-7,-8,13,998,1:01:00
775,253,-507,1,0,-6,-10,12,999,1:01:00
774,228,-504,2,-1,-7,-12,13,1001,1:01:00
783,243,-529,2,0,-7,-12,12,999,1:01:00
765,222,-517,2,-1,-6,-13,10,998,1:01:00
780,240,-520,2,-1,-7,-13,12,998,1:01:00
775,240,-516,3,0,-6,-12,12,1001,1:01:00
775,240,-516,4,2,-7,-13,14,999,1:01:00
759,250,-511,2,0,-5,-12,14,997,1:01:00
765,246,-514,2,-2,-6,-9,14,1000,1:01:00
772,252,-528,2,-2,-6,-9,14,1001,1:01:00
774,238,-519,2,-2,-6,-11,13,999,1:01:00
763,241,-514,3,-2,-5,-12,13,998,1:01:00
792,252,-495,3,-4,-5,-12,12,998,1:01:00
792,252,-495,3,-2,-5,-12,12,999,1:01:00
772,256,-511,2,-2,-7,-12,14,1000,1:01:00
789,244,-511,3,0,-7,-13,15,999,1:01:00
783,226,-508,2,0,-6,-12,15,999,1:01:00
778,234,-507,2,0,-6,-10,13,1001,1:01:00
790,244,-523,2,0,-6,-11,12,1000,1:01:00
772,255,-520,2,-2,-6,-12,11,998,1:01:00
772,255,-520,1,-8,-5,-11,12,998,1:01:00
754,247,-520,2,-3,-6,-10,11,999,1:01:00
777,232,-523,2,-2,-6,-10,12,998,1:01:01
783,220,-525,2,-2,-7,-11,15,999,1:01:01
786,241,-514,2,-2,-6,-12,14,999,1:01:01
766,253,-513,2,-2,-7,-12,14,999,1:01:01
765,234,-507,2,-2,-7,-10,12,998,1:01:01
765,234,-507,2,1,-7,-9,9,998,1:01:01
769,244,-528,2,0,-7,-10,9,999,1:01:01
774,240,-523,1,0,-7,-12,12,1000,1:01:01
795,252,-514,1,0,-7,-13,11,998,1:01:01
777,240,-508,2,0,-6,-10,11,999,1:01:01
774,237,-531,2,0,-6,-9,13,1001,1:01:01
784,226,-531,2,-2,-4,-10,12,1000,1:01:01
784,226,-531,0,-14,-4,-11,13,1000,1:01:01
774,231,-507,1,-4,-6,-12,14,1000,1:01:01
774,241,-516,2,-1,-6,-11,12,998,1:01:01
772,243,-522,3,-2,-6,-11,12,998,1:01:01
793,256,-513,3,-2,-5,-13,12,999,1:01:01
787,228,-516,3,-2,-6,-11,12,999,1:01:01
798,231,-526,3,-1,-6,-10,13,1001,1:01:01
798,231,-526,3,0,-6,-11,13,1000,1:01:01
766,267,-513,2,-1,-6,-11,13,1001,1:01:01
766,258,-522,2,0,-7,-10,11,1001,1:01:01
771,235,-522,2,-1,-6,-12,12,999,1:01:01
784,238,-510,2,-2,-6,-12,12,999,1:01:01
771,249,-519,2,-3,-6,-13,14,1000,1:01:01
771,265,-511,2,-2,-5,-12,13,1000,1:01:01
771,265,-511,2,-2,-5,-12,12,1000,1:01:01
777,243,-501,2,-5,-5,-11,13,998,1:01:01
781,237,-513,2,-5,-5,-13,14,999,1:01:01
774,223,-504,3,-1,-7,-14,13,1000,1:01:01
777,250,-528,2,-2,-7,-12,13,999,1:01:01
774,256,-517,2,-3,-7,-10,14,999,1:01:01
775,250,-510,2,-2,-6,-10,15,1001,1:01:01
775,250,-510,3,2,-7,-9,13,1001,1:01:01
778,244,-505,2,0,-6,-8,11,1000,1:01:01
786,240,-520,2,-2,-5,-9,11,1002,1:01:01
778,240,-514,2,-2,-6,-12,12,1002,1:01:01
765,244,-505,2,-2,-6,-12,13,1001,1:01:01
766,222,-520,2,0,-6,-9,14,1001,1:01:01
802,249,-525,2,0,-6,-12,15,1001,1:01:01
802,249,-525,4,2,-6,-13,14,1000,1:01:01
777,225,-501,3,1,-7,-11,13,1000,1:01:01
765,250,-523,2,-1,-6,-10,13,1000,1:01:01
781,247,-513,2,-2,-6,-10,13,1000,1:01:01
786,235,-510,2,-1,-6,-11,13,1000,1:01:01
781,237,-514,2,-2,-5,-10,12,999,1:01:01
772,250,-508,2,-2,-5,-9,13,996,1:01:01
772,250,-508,2,-1,-5,-11,12,998,1:01:01
783,244,-502,2,-1,-6,-13,13,1000,1:01:01
774,253,-513,2,0,-5,-11,15,1000,1:01:01
795,241,-520,3,-2,-6,-12,15,1000,1:01:01
789,231,-523,2,-2,-5,-13,15,1000,1:01:01
790,244,-502,2,-4,-5,-11,13,1000,1:01:01
786,244,-519,2,-2,-5,-11,13,1000,1:01:01
786,244,-519,1,-14,-4,-11,13,999,1:01:01
778,241,-495,2,-7,-6,-12,13,1001,1:01:01
784,237,-513,2,-4,-4,-11,14,1001,1:01:01
778,240,-513,2,-2,-5,-12,13,999,1:01:01
784,250,-520,2,-1,-6,-11,12,998,1:01:01
790,250,-534,2,-2,-5,-9,13,998,1:01:01
778,237,-517,2,-2,-5,-11,11,998,1:01:01
778,237,-517,3,0,-7,-12,13,1000,1:01:01
774,243,-519,3,-3,-5,-12,13,1002,1:01:01
795,249,-501,2,-3,-6,-12,13,1002,1:01:01
769,247,-543,2,0,-6,-11,9,1001,1:01:01
765,240,-513,2,0,-6,-11,9,1000,1:01:01
780,247,-501,3,-1,-5,-12,13,1000,1:01:01
789,244,-520,3,-1,-5,-13,13,999,1:01:01
789,244,-520,2,-3,-5,-13,12,1000,1:01:01
775,246,-522,2,-2,-6,-12,13,999,1:01:01
783,255,-516,2,-1,-6,-11,14,1000,1:01:01
780,235,-520,2,-1,-6,-9,13,1000,1:01:01
771,246,-516,2,-3,-5,-9,11,999,1:01:01
784,235,-552,2,-2,-4,-11,12,999,1:01:01
771,229,-516,2,-2,-6,-11,14,1000,1:01:01
771,229,-516,2,-1,-7,-9,12,1001,1:01:01
768,250,-495,2,-2,-5,-10,11,1001,1:01:01
778,243,-526,2,-2,-6,-11,14,999,1:01:01
771,241,-526,3,-2,-6,-12,15,1000,1:01:01
772,243,-520,2,-1,-5,-14,11,1000,1:01:01
763,240,-519,2,-1,-5,-14,11,1000,1:01:01
778,246,-513,2,-2,-6,-11,12,999,1:01:01
778,246,-513,4,-5,-6,-11,12,999,1:01:01
784,250,-511,3,-4,-5,-11,13,1000,1:01:01
777,231,-522,2,-2,-7,-13,13,1000,1:01:01
777,249,-525,2,0,-6,-11,12,1000,1:01:01
784,246,-528,2,-2,-5,-11,11,1001,1:01:01
759,225,-519,2,-2,-5,-11,12,1001,1:01:01
781,241,-538,2,-1,-6,-11,13,1000,1:01:01
781,241,-538,2,0,-6,-11,13,1000,1:01:01
763,249,-510,2,0,-6,-9,13,1000,1:01:01
781,243,-517,2,-2,-7,-8,13,1000,1:01:01
778,217,-517,3,-2,-6,-9,14,999,1:01:01
802,246,-499,2,-2,-5,-12,13,999,1:01:01
790,246,-526,3,-2,-5,-12,13,1000,1:01:01
775,232,-513,3,-2,-4,-10,12,1002,1:01:01
775,232,-513,3,4,-6,-10,11,1002,1:01:01
760,246,-519,2,0,-6,-10,13,1000,1:01:01
774,229,-513,3,-2,-5,-10,14,999,1:01:01
751,249,-508,2,-2,-6,-12,12,998,1:01:01
777,226,-507,2,-4,-6,-12,11,999,1:01:01
783,241,-520,2,-2,-5,-12,11,999,1:01:01
774,243,-504,2,-1,-6,-12,12,1000,1:01:01
774,243,-504,2,0,-7,-10,13,1000,1:01:01
789,234,-492,2,-2,-7,-10,13,999,1:01:01
802,238,-516,1,-4,-5,-12,11,998,1:01:01
786,240,-531,1,-4,-5,-11,10,999,1:01:02
772,243,-526,2,-1,-6,-11,12,1000,1:01:02
774,243,-511,2,-1,-6,-12,14,998,1:01:02
771,238,-523,2,-2,-6,-11,14,999,1:01:02
771,238,-523,3,0,-6,-12,13,999,1:01:02
762,267,-507,2,0,-7,-12,11,999,1:01:02
778,243,-528,2,0,-6,-11,11,999,1:01:02
771,232,-531,2,-2,-6,-10,14,998,1:01:02
784,238,-519,2,-3,-6,-9,13,999,1:01:02
786,234,-537,2,0,-7,-10,13,999,1:01:02
775,255,-532,3,-2,-5,-10,14,998,1:01:02
775,255,-532,2,-6,-5,-11,14,1000,1:01:02
784,247,-519,2,-2,-5,-11,13,1000,1:01:02
772,243,-516,3,0,-5,-9,13,998,1:01:02
780,232,-528,2,-2,-5,-12,14,998,1:01:02
784,234,-516,3,-1,-5,-13,13,1001,1:01:02
775,255,-549,3,-2,-5,-13,13,1001,1:01:02
769,244,-523,2,-1,-5,-10,12,1001,1:01:02
769,244,-523,2,0,-6,-11,13,1000,1:01:02
775,258,-507,2,-2,-7,-11,15,999,1:01:02
783,235,-525,2,-2,-7,-12,15,998,1:01:02
787,261,-511,2,-1,-5,-11,12,1000,1:01:02
763,238,-510,2,-2,-5,-10,11,999,1:01:02
780,247,-519,2,0,-5,-11,12,998,1:01:02
765,255,-520,2,0,-6,-11,12,999,1:01:02
765,255,-520,2,0,-6,-12,12,1000,1:01:02
775,241,-517,3,-2,-6,-12,14,999,1:01:02
787,235,-504,2,-1,-7,-9,12,999,1:01:02
778,247,-511,3,-1,-5,-10,11,1001,1:01:02
787,232,-525,3,-2,-6,-10,15,1001,1:01:02
780,247,-501,2,-1,-6,-12,14,1000,1:01:02
771,231,-526,2,-1,-5,-13,13,999,1:01:02
771,231,-526,2,-9,-5,-11,15,1000,1:01:02
786,235,-504,1,-4,-6,-10,14,1001,1:01:02
795,249,-520,2,-2,-5,-12,13,1000,1:01:02
786,243,-507,2,-1,-6,-12,13,1000,1:01:02
768,247,-513,2,-1,-7,-13,13,998,1:01:02
777,238,-514,2,-1,-6,-11,13,997,1:01:02
766,243,-519,2,-3,-5,-11,14,998,1:01:02
766,243,-519,2,-3,-5,-11,14,1000,1:01:02
796,232,-501,2,-1,-5,-11,12,1000,1:01:02
793,247,-507,3,0,-4,-12,12,1000,1:01:02
784,243,-531,4,-1,-5,-12,12,1000,1:01:02
780,244,-520,3,-1,-6,-11,11,999,1:01:02
789,246,-526,2,0,-5,-10,13,1001,1:01:02
781,244,-538,2,-2,-6,-12,14,1001,1:01:02
781,244,-538,4,-4,-6,-11,13,999,1:01:02
762,249,-522,3,-3,-6,-11,12,1000,1:01:02
786,238,-522,3,-3,-6,-12,12,999,1:01:02
789,229,-519,2,-2,-5,-13,12,998,1:01:02
765,232,-525,2,-2,-6,-14,12,999,1:01:02
778,252,-511,2,-1,-6,-11,13,998,1:01:02
787,232,-517,2,-2,-5,-11,12,997,1:01:02
787,232,-517,3,0,-6,-14,12,999,1:01:02
777,241,-511,3,0,-6,-13,9,1000,1:01:02
787,232,-519,3,-1,-5,-13,9,1000,1:01:02
781,240,-519,3,-1,-7,-11,9,999,1:01:02
774,240,-531,3,-2,-6,-11,13,998,1:01:02
775,250,-516,2,0,-6,-11,13,999,1:01:02
784,259,-517,2,0,-6,-11,13,1000,1:01:02
784,259,-517,2,-1,-7,-9,14,1001,1:01:02
769,231,-504,3,-1,-6,-10,15,999,1:01:02
795,250,-526,2,-1,-6,-11,15,998,1:01:02
798,232,-493,2,0,-5,-11,14,998,1:01:02
787,249,-505,3,-1,-6,-13,15,1000,1:01:02
772,231,-516,2,0,-6,-13,15,999,1:01:02
777,229,-523,2,-1,-5,-10,14,999,1:01:02
777,229,-523,4,2,-6,-11,14,1001,1:01:02
775,246,-520,3,0,-6,-12,15,1001,1:01:02
787,241,-510,3,0,-6,-11,13,999,1:01:02
775,249,-522,2,-2,-5,-12,13,999,1:01:02
787,243,-522,2,-3,-6,-13,12,999,1:01:02
768,232,-523,3,-1,-6,-10,10,999,1:01:02
769,235,-492,2,-1,-5,-10,12,1000,1:01:02
769,235,-492,0,-4,-5,-10,12,1000,1:01:02
754,262,-514,1,-3,-7,-11,14,1001,1:01:02
774,241,-514,2,-2,-6,-10,13,1001,1:01:02
784,250,-538,2,-1,-5,-11,13,1000,1:01:02
772,240,-520,2,0,-6,-10,12,998,1:01:02
796,238,-499,2,0,-6,-9,11,1003,1:01:02
783,250,-525,2,0,-6,-11,14,1002,1:01:02
783,250,-525,2,-1,-6,-11,16,996,1:01:02
769,243,-498,3,-1,-6,-10,14,998,1:01:02
790,258,-529,9,-4,-7,-5,4,1041,1:01:02
778,259,-511,3,0,-7,-6,3,1049,1:01:02
768,238,-514,2,0,-7,-14,13,997,1:01:02
795,235,-517,4,-3,-4,-10,9,997,1:01:02
760,238,-528,4,-2,-5,-7,8,1014,1:01:02
760,238,-528,3,2,-8,-11,16,1009,1:01:02
772,223,-526,2,-1,-6,-10,14,1000,1:01:02
771,238,-508,3,-2,-4,-7,11,999,1:01:02
777,234,-519,2,-1,-7,-8,13,1003,1:01:02
781,232,-513,2,0,-7,-11,15,1001,1:01:02
777,240,-516,2,0,-6,-11,15,1001,1:01:02
775,261,-534,0,-2,-3,-13,14,997,1:01:02
775,261,-534,1,-4,-4,-13,15,988,1:01:02
765,258,-513,2,-2,-6,-12,16,983,1:01:02
786,252,-523,2,-2,-5,-12,12,994,1:01:02
784,252,-532,2,-1,-5,-13,11,1000,1:01:02
774,237,-528,2,-1,-5,-12,11,996,1:01:02
787,235,-519,0,4,-14,1,18,1080,1:01:02
780,235,-513,4,2,-16,9,12,1143,1:01:02
780,235,-513,11,4,-8,-1,4,1076,1:01:02
777,249,-520,15,2,-2,-1,-13,1104,1:01:02
787,244,-513,-3,4,-3,0,0,1107,1:01:02
783,243,-510,0,1,-10,-8,28,1030,1:01:02
783,244,-535,10,-4,-6,-8,1,1047,1:01:02
786,247,-511,7,-1,-3,-8,-3,1061,1:01:03
757,253,-511,2,4,-8,-10,14,1032,1:01:03
757,253,-511,0,2,-7,-10,20,1001,1:01:03
781,232,-508,2,-3,-3,-11,16,995,1:01:03
763,234,-525,4,-2,-4,-10,13,1001,1:01:03
781,252,-537,2,-1,-6,-8,14,1002,1:01:03
789,244,-526,1,0,-7,-9,14,996,1:01:03
777,226,-516,2,-2,-4,-9,14,996,1:01:03
778,247,-520,2,-2,-5,-12,11,992,1:01:03
778,247,-520,3,1,-6,-9,10,996,1:01:03
768,237,-501,2,0,-6,-9,13,997,1:01:03
771,238,-508,3,-2,-5,-13,17,998,1:01:03
777,258,-504,3,-2,-5,-13,16,1003,1:01:03
774,247,-519,2,-2,-4,-10,11,1003,1:01:03
787,261,-549,2,-1,-5,-10,12,996,1:01:03
792,241,-531,2,0,-5,-12,15,996,1:01:03
792,241,-531,2,-4,-4,-11,15,997,1:01:03
759,243,-496,2,-2,-5,-8,13,997,1:01:03
781,247,-493,3,-2,-7,-8,10,997,1:01:03
780,226,-525,2,0,-6,-10,11,998,1:01:03
763,222,-523,2,-1,-7,-13,13,998,1:01:03
789,225,-535,2,-2,-5,-12,15,997,1:01:03
777,244,-531,3,0,-6,-12,15,997,1:01:03
777,244,-531,3,4,-7,-11,13,1000,1:01:03
772,238,-507,4,0,-6,-10,12,1001,1:01:03
763,246,-504,3,-2,-6,-12,12,1001,1:01:03
778,232,-514,2,-2,-6,-13,11,997,1:01:03
781,259,-520,2,-2,-5,-13,11,997,1:01:03
766,240,-523,3,0,-5,-10,12,997,1:01:03
769,244,-519,2,-1,-6,-12,12,1000,1:01:03
769,244,-519,2,-1,-6,-14,12,1001,1:01:03
763,253,-517,2,0,-5,-13,14,1000,1:01:03
769,249,-523,1,-2,-6,-13,15,1000,1:01:03
766,243,-522,1,-1,-5,-12,15,1000,1:01:03
765,243,-501,2,-2,-6,-14,14,1000,1:01:03
768,237,-519,1,-3,-6,-12,14,1001,1:01:03
769,238,-514,2,-2,-6,-9,13,1000,1:01:03
769,238,-514,0,-6,-5,-11,11,1000,1:01:03
775,252,-522,1,-2,-6,-11,12,999,1:01:03
777,246,-522,3,-2,-6,-11,13,998,1:01:03
780,258,-519,3,-1,-7,-12,15,998,1:01:03
771,249,-519,2,-1,-6,-11,14,999,1:01:03
789,259,-505,3,-1,-5,-11,13,998,1:01:03
775,244,-511,2,-1,-4,-11,15,997,1:01:03
775,244,-511,4,-4,-6,-12,16,998,1:01:03
769,247,-519,3,0,-6,-12,13,1000,1:01:03
775,247,-514,3,-1,-7,-12,11,999,1:01:03
775,234,-511,2,-2,-6,-12,11,999,1:01:03
792,244,-520,3,-2,-6,-11,12,999,1:01:03
775,262,-505,3,-1,-6,-10,13,1000,1:01:03
789,241,-532,3,-1,-6,-11,12,999,1:01:03
789,241,-532,2,-1,-5,-10,13,1000,1:01:03
759,246,-517,4,-2,-6,-10,15,1001,1:01:03
772,250,-516,2,-1,-6,-11,15,1001,1:01:03
775,253,-526,2,-2,-5,-9,13,1000,1:01:03
778,231,-505,2,-2,-5,-10,13,1000,1:01:03
778,243,-538,3,-2,-5,-12,14,998,1:01:03
778,229,-514,3,0,-5,-12,15,998,1:01:03
778,229,-514,2,0,-6,-11,16,998,1:01:03
778,231,-523,2,0,-6,-10,15,998,1:01:03
769,228,-492,2,-1,-7,-10,14,999,1:01:03
783,249,-529,3,0,-7,-11,13,1000,1:01:03
786,241,-499,3,-1,-5,-12,14,1000,1:01:03
787,240,-519,3,-2,-6,-11,13,999,1:01:03
768,241,-519,3,-1,-6,-11,10,999,1:01:03
768,241,-519,0,-5,-5,-11,12,999,1:01:03
769,253,-502,2,-2,-5,-9,12,999,1:01:03
774,234,-507,2,-2,-6,-9,14,1000,1:01:03
786,235,-516,3,0,-6,-11,12,999,1:01:03
787,240,-520,2,0,-6,-9,15,1000,1:01:03
784,237,-516,2,0,-6,-9,14,1001,1:01:03
783,235,-513,2,0,-6,-11,11,999,1:01:03
783,235,-513,3,-1,-5,-12,12,998,1:01:03
780,250,-501,3,-2,-5,-10,12,998,1:01:03
769,262,-516,3,-2,-5,-9,11,1000,1:01:03
783,238,-505,3,-2,-5,-11,12,1002,1:01:03
768,237,-529,2,-2,-5,-11,12,1001,1:01:03
789,259,-511,2,-2,-7,-12,13,1000,1:01:03
774,256,-531,2,-2,-6,-11,14,1000,1:01:03
